mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,rms,zcr,spectral_centroid,spectral_bandwidth,spectral_rolloff,mos,audio_id
-283.9207763671875,22.952899932861328,-24.290512084960938,-17.7154541015625,-22.218809127807617,-6.4546799659729,-27.1350154876709,-11.186410903930664,-4.60699462890625,-9.849778175354004,2.409153938293457,1.623769998550415,-8.452248573303223,0.05777331814169884,0.1695947265625,2151.001715505454,1819.400339813876,4138.984375,4.2,sys0001-utt0023
-531.601318359375,63.05469512939453,0.48179155588150024,35.88727569580078,-32.991416931152344,15.63537311553955,-8.052156448364258,-13.331381797790527,-4.841625690460205,-19.7374324798584,-4.148531913757324,-9.642334938049316,-1.5002411603927612,0.01073355134576559,0.09465621689618645,1504.1165892578592,1530.552562784951,3056.2764830508477,4.0,sys0001-utt0024
-291.1421813964844,57.57570266723633,-0.833724319934845,-22.547880172729492,-23.4645938873291,5.838250637054443,-9.950718879699707,-10.382437705993652,-9.101655006408691,-0.13772186636924744,-13.6831636428833,-1.5605133771896362,7.268519401550293,0.05975371599197388,0.11564530476485149,1759.2099415969592,1765.2970505901712,3559.947400990099,5.0,sys0001-utt0025
-249.67359924316406,14.123130798339844,-43.82466125488281,-20.691192626953125,-23.349273681640625,-20.132957458496094,-24.18462371826172,-12.999239921569824,-9.718022346496582,6.251240253448486,-9.358687400817871,4.910654067993164,-2.8019416332244873,0.08923201262950897,0.15805611559139784,2084.94416466854,1717.7408711237692,3803.9314516129034,4.2,sys0001-utt0026
-315.5375061035156,52.974403381347656,-34.0058708190918,-21.488082885742188,-23.971742630004883,1.8990979194641113,-17.469560623168945,0.6560998558998108,4.030281066894531,-17.92059326171875,0.37336045503616333,-17.012157440185547,4.187566757202148,0.06815189868211746,0.1135628513558201,1612.9528116397476,1524.8774233948475,2767.195767195767,5.0,sys0001-utt0027
-342.1553955078125,-28.261856079101562,-14.202231407165527,-20.34666633605957,-11.18974494934082,0.24100004136562347,-35.334842681884766,-9.190624237060547,2.232410430908203,-13.71363353729248,-3.440722703933716,25.080318450927734,21.677223205566406,0.04538963362574577,0.20581752232142858,2867.4993895499274,2062.603529477011,5465.625,3.8,sys0001-utt0028
-311.1001892089844,53.606895446777344,-0.6568734645843506,5.323389530181885,-32.49954605102539,5.787347316741943,-22.666154861450195,0.6226555109024048,-2.9925730228424072,-9.732421875,-8.470415115356445,-3.56911563873291,-9.989374160766602,0.044762659817934036,0.12645670572916667,1878.816123590645,1620.226526889585,3474.9348958333335,4.8,sys0001-utt0029
-249.84796142578125,44.39093780517578,-22.428682327270508,8.071232795715332,-21.046268463134766,-9.858229637145996,0.02648727409541607,-24.968889236450195,-0.2897894084453583,-22.08674430847168,-7.854031562805176,3.0236353874206543,-10.0217866897583,0.09399595856666565,0.11778997605846774,1861.5254910996487,1702.0157431407504,3590.4107862903224,5.0,sys0001-utt0030
-298.42376708984375,14.014310836791992,-39.79229736328125,-23.59027671813965,-15.729901313781738,-12.251911163330078,-19.857547760009766,-16.777936935424805,5.863399028778076,-12.281283378601074,-4.032083511352539,23.966941833496094,30.915359497070312,0.0962115079164505,0.16662481398809523,1957.4860353528438,1706.8960423534372,3462.0535714285716,5.0,sys0001-utt0031
-323.01751708984375,75.41107177734375,-9.208172798156738,7.310189247131348,-16.74411392211914,-19.893335342407227,-6.232051372528076,-17.144634246826172,-21.595293045043945,3.772803544998169,-8.08060359954834,-8.853610038757324,-10.315374374389648,0.07034798711538315,0.08483692956349206,1337.3806970369897,1405.3790110535183,2343.315972222222,4.2,sys0001-utt0032
-337.0687255859375,45.410152435302734,-11.849295616149902,-5.000002861022949,-30.800140380859375,10.950624465942383,-24.167865753173828,-6.877953052520752,12.82322883605957,-28.317150115966797,6.118160247802734,-12.911465644836426,6.565369606018066,0.054278530180454254,0.09897383432539683,1804.836625052099,1738.324463571313,3841.972552910053,5.0,sys0001-utt0033
-319.11773681640625,22.842388153076172,-20.733470916748047,28.12209129333496,-45.98333740234375,-0.7383677959442139,-10.835970878601074,-13.933064460754395,3.1599645614624023,-28.117015838623047,-0.6132698059082031,-1.2084249258041382,16.421382904052734,0.06685277074575424,0.17015380859375,2156.455075325509,1564.3079059743184,3976.025390625,5.0,sys0001-utt0034
-307.7423400878906,64.95285034179688,-4.958124160766602,-0.11946169286966324,-18.253755569458008,-9.626667022705078,-1.219198226928711,-22.0211181640625,2.7876923084259033,8.59830093383789,-25.786964416503906,2.904604196548462,-5.659914493560791,0.07876159250736237,0.08616863905325443,1476.0112192541744,1527.1768975458945,2754.114275147929,5.0,sys0001-utt0035
-304.39599609375,25.127092361450195,-23.480634689331055,13.033294677734375,-37.94160079956055,4.354622840881348,-24.147836685180664,2.6097090244293213,-11.53510856628418,-13.486043930053711,0.7402393817901611,2.8486487865448,3.0167689323425293,0.05535522475838661,0.19210595199742267,2288.0826838641974,1716.6449830941017,4229.059278350515,4.2,sys0001-utt0036
-283.366943359375,17.221590042114258,-25.591617584228516,3.621274948120117,-22.298744201660156,-25.158702850341797,-25.245893478393555,1.558351993560791,-20.87322425842285,-12.32408618927002,-9.190701484680176,4.501887321472168,13.123842239379883,0.10354044288396835,0.09141390931372549,1880.9794575496746,1732.8906958673235,3853.4007352941176,5.0,sys0001-utt0037
-383.76806640625,2.254725456237793,-22.96522331237793,20.48663902282715,-47.963600158691406,-11.112890243530273,-2.2852160930633545,-20.800146102905273,-5.087691783905029,-18.873828887939453,3.85040283203125,5.905374050140381,28.084819793701172,0.056715596467256546,0.15174075207078314,2123.740232861456,1604.627174748344,3846.9973644578313,5.0,sys0001-utt0038
-467.57769775390625,55.08085250854492,-14.044159889221191,15.037651062011719,-38.697914123535156,22.058231353759766,-15.025725364685059,-6.433156490325928,-5.65581750869751,-22.884740829467773,-2.172619342803955,-11.738104820251465,-4.437373161315918,0.010794876143336296,0.16950279896653545,2107.656806744487,1693.3386001661338,4060.5930118110236,4.2,sys0001-utt0039
-337.386474609375,26.093791961669922,-31.981422424316406,-1.1880285739898682,-44.0994987487793,9.810948371887207,-13.504796028137207,-19.875944137573242,7.993368625640869,-27.22318458557129,-5.374467372894287,-5.468754768371582,-8.001190185546875,0.04453471675515175,0.18258915221291866,2246.9366364732414,1637.3946786588297,4175.799940191388,4.2,sys0001-utt0040
-311.8664245605469,50.44572448730469,-13.013402938842773,-20.726869583129883,-32.64600372314453,3.184290647506714,-11.994836807250977,-20.60626983642578,0.18053510785102844,-14.539133071899414,-8.60200309753418,-0.7304601669311523,-4.568240642547607,0.05789649114012718,0.12028952205882353,1797.829610784444,1680.7526836607217,3474.4944852941176,4.8,sys0001-utt0041
-238.38270568847656,61.67966842651367,-15.052434921264648,6.3878302574157715,-30.757591247558594,4.138141632080078,6.049126148223877,-29.04673194885254,3.038433790206909,-21.149669647216797,-6.025114059448242,3.3880226612091064,-11.064798355102539,0.07358526438474655,0.14645119083737865,1855.2545328675012,1625.6105469111178,3612.4848300970875,5.0,sys0001-utt0042
-339.4574890136719,68.01115417480469,-20.63066291809082,-6.66364860534668,-31.297683715820312,16.421289443969727,-19.5418701171875,-4.458810329437256,6.251555442810059,-20.052448272705078,-3.5607500076293945,-7.072822093963623,-4.652114391326904,0.05154386907815933,0.10645276717557252,1535.6243246980723,1488.2814584288396,3100.1908396946565,5.0,sys0001-utt0043
-255.12144470214844,59.907493591308594,-3.5329151153564453,-6.065234184265137,-18.812196731567383,-1.4250941276550293,0.1656293123960495,-19.719858169555664,-1.8761038780212402,11.387300491333008,-25.18781852722168,8.748387336730957,-6.1168131828308105,0.08468568325042725,0.12065310594512195,1721.235317546581,1673.2459531050645,3342.606707317073,5.0,sys0001-utt0044
-234.14694213867188,-0.8790475726127625,-9.358922958374023,-21.765567779541016,-27.388273239135742,1.939095377922058,-22.773767471313477,-6.983610153198242,-19.475509643554688,1.2449404001235962,-9.835402488708496,-8.791272163391113,-5.214345455169678,0.07036679983139038,0.22539754552165353,2808.748216692409,2021.150576940535,5344.54970472441,5.0,sys0001-utt0045
-294.32861328125,21.11481285095215,-25.13863754272461,-20.624351501464844,-24.868993759155273,-3.372472047805786,-28.886184692382812,6.161667823791504,-8.123312950134277,-17.453020095825195,6.757997989654541,15.23487377166748,28.755428314208984,0.07024788856506348,0.16030505952380952,2083.449477825579,1780.0721172779276,4211.458333333333,4.8,sys0001-utt0046
-351.3233947753906,21.805877685546875,-40.16450500488281,2.274441957473755,-41.77204895019531,-0.9148368239402771,-12.86870288848877,-19.233930587768555,1.7267241477966309,-21.48444938659668,0.8162548542022705,-2.163548231124878,-8.544234275817871,0.03297998756170273,0.20755513509114584,2325.6714096012574,1666.4291116320837,4243.733723958333,5.0,sys0001-utt0047
-230.63009643554688,34.20671463012695,-30.549917221069336,-2.2522106170654297,-24.966703414916992,-12.598884582519531,-3.8636786937713623,-19.331775665283203,6.3351616859436035,-21.89187240600586,-4.770351886749268,-3.260648488998413,-4.143723964691162,0.1188703402876854,0.11664743134469698,1911.5814435805248,1706.4558324287914,3684.501262626263,5.0,sys0001-utt0048
-291.6900634765625,69.46762084960938,-19.699968338012695,-7.750424861907959,-18.98534393310547,3.19750714302063,-24.738019943237305,8.708757400512695,-13.3886137008667,-6.807178020477295,-5.436009883880615,-2.127086639404297,2.0969557762145996,0.05096684768795967,0.12178024443069307,1688.4800817730797,1589.5502662579831,3277.3824257425745,4.6,sys0001-utt0049
-395.9674377441406,60.73664855957031,5.2772393226623535,-14.579866409301758,-11.40163803100586,9.121604919433594,-3.998772144317627,-7.117584705352783,3.766766309738159,-9.240872383117676,-4.8633503913879395,-10.635114669799805,-4.516541004180908,0.03396650031208992,0.10607070519179894,1713.8402729213706,1694.9138071319735,2942.4189814814813,4.2,sys0001-utt0050
-237.48403930664062,28.284135818481445,-21.096599578857422,-10.269429206848145,-15.952445983886719,-8.985241889953613,-18.27655601501465,-1.7909815311431885,-12.28352165222168,5.84017276763916,-6.158266067504883,13.290343284606934,15.287223815917969,0.09142692387104034,0.13044029896653545,2039.8093197172184,1813.4943582445783,4074.2495078740158,4.2,sys0001-utt0051
-233.00213623046875,25.926090240478516,-38.25157928466797,14.95863151550293,-42.345863342285156,12.6173734664917,-32.54356002807617,10.116951942443848,-3.918402671813965,-10.490097045898438,1.8567724227905273,0.2643681466579437,0.5332554578781128,0.09930963069200516,0.1634744623655914,2271.309225515005,1647.8161968917127,4267.4731182795695,5.0,sys0001-utt0052
-336.33966064453125,62.730167388916016,-23.597902297973633,5.527541160583496,-18.369813919067383,-18.3636531829834,-3.197275161743164,-23.058950424194336,-5.101216793060303,1.4650795459747314,-23.726165771484375,-3.420658826828003,-10.292027473449707,0.04997531697154045,0.08855646306818182,1531.748981413963,1532.3554380266316,2889.993686868687,4.2,sys0001-utt0053
-292.1600036621094,10.069880485534668,-29.413227081298828,-22.79110336303711,-37.11322784423828,9.666213035583496,-21.587587356567383,-5.239295482635498,-1.395235538482666,-11.058499336242676,13.364057540893555,6.16243839263916,26.981821060180664,0.09835824370384216,0.19112092902861447,2232.7313301140484,1673.9052460665957,4283.038403614458,5.0,sys0001-utt0054
-246.62489318847656,34.407379150390625,-13.34207534790039,1.634102702140808,-27.74441909790039,-11.809988975524902,-4.65459680557251,-21.00274658203125,7.5181498527526855,-17.7820987701416,-13.144360542297363,-3.5858020782470703,-5.230747699737549,0.08881627768278122,0.1372998450413223,2069.637560181897,1771.6993518846975,3795.131714876033,4.8,sys0001-utt0055
-327.73175048828125,17.11725616455078,-16.246814727783203,-5.927654266357422,-32.334774017333984,0.8359877467155457,-16.59233856201172,-7.746488571166992,6.806683540344238,-27.240501403808594,15.511171340942383,6.110546112060547,24.142818450927734,0.06428489089012146,0.16902928443471338,2360.7388348433838,1846.4223637455143,4414.8089171974525,5.0,sys0001-utt0056
-356.4774475097656,85.03804016113281,5.118051052093506,-23.872758865356445,-5.543849945068359,-0.06771106272935867,-9.15256118774414,0.4907706081867218,0.4220527708530426,-16.70619773864746,-9.60698413848877,-9.97571849822998,-10.18423080444336,0.03336048498749733,0.12268305759803921,1621.2301961773248,1658.6802093233543,2667.96875,4.2,sys0001-utt0057
-347.45550537109375,58.18744659423828,8.137201309204102,13.208333015441895,-29.06991195678711,6.265317440032959,-15.609756469726562,-3.4116101264953613,-8.525155067443848,-10.752761840820312,-7.633525371551514,-10.474519729614258,-7.826981067657471,0.04029307886958122,0.09833199637276786,1758.4920987362032,1672.9075463681033,3410.574776785714,4.2,sys0001-utt0058
-364.1395568847656,27.43963050842285,-25.07546615600586,8.252833366394043,-44.4956169128418,2.7278997898101807,-14.39661693572998,-10.241185188293457,-1.4855374097824097,-25.115520477294922,-5.623189926147461,-5.088695049285889,-10.984980583190918,0.03312556445598602,0.1553024443069307,2136.554561157665,1640.0967930311474,4013.227103960396,4.2,sys0001-utt0059
-299.310302734375,52.37187957763672,-19.533815383911133,-5.738498210906982,-22.66698455810547,-6.219325065612793,-2.0149738788604736,-23.547773361206055,18.5032901763916,-14.61699390411377,-15.081917762756348,-4.462484359741211,-6.430417060852051,0.06411463022232056,0.09124545393318965,1777.6835933436544,1762.3151284601345,3554.956896551724,4.8,sys0001-utt0060
-288.59942626953125,41.04384994506836,-28.998939514160156,-2.5463671684265137,-24.36971664428711,-20.056142807006836,-17.679174423217773,-19.058002471923828,-14.9974365234375,-1.2564674615859985,-16.719730377197266,-0.4499495029449463,-10.204087257385254,0.0710376501083374,0.13810563287815125,1809.6903163806621,1520.907933122445,3044.5115546218485,4.4,sys0001-utt0061
-312.9271240234375,63.95448303222656,1.403825283050537,-6.935675621032715,-14.096355438232422,-5.884007453918457,-7.390031337738037,-12.018150329589844,-7.0023579597473145,-4.396383762359619,-15.875080108642578,-2.7191262245178223,-14.458724021911621,0.05027058720588684,0.12203924005681818,1764.4721173738867,1724.0521152543643,3083.806818181818,4.4,sys0001-utt0062
-311.2296447753906,36.89501190185547,-18.78751564025879,-7.3480095863342285,-23.955583572387695,-1.2065136432647705,-25.14918327331543,15.908282279968262,-8.794693946838379,8.771965026855469,4.1973137855529785,-5.426930904388428,-8.932703971862793,0.06716138124465942,0.13259451729910715,2020.276576449467,1777.3058868661324,4090.262276785714,4.0,sys0001-utt0063
-252.44895935058594,25.663738250732422,-41.85226821899414,1.3096745014190674,-17.920089721679688,-20.52836799621582,-4.739307880401611,-23.327350616455078,-15.709275245666504,7.224433898925781,-7.520086288452148,8.019087791442871,-8.752252578735352,0.07922796159982681,0.177026641502809,2113.475114073477,1650.6090222217429,3776.4220505617977,3.4,sys0001-utt0064
-305.9470520019531,48.65105438232422,-8.744462013244629,13.517874717712402,-27.466032028198242,1.5630840063095093,-17.509235382080078,-3.4743804931640625,-5.503843307495117,-10.82783031463623,-9.550058364868164,-7.179014682769775,-6.20744514465332,0.0441088043153286,0.1467036877648305,1975.9533234502248,1701.0634565523028,3725.9004237288136,5.0,sys0001-utt0065
-314.8853454589844,75.72944641113281,-5.057310104370117,15.77766227722168,-23.261205673217773,12.983428001403809,-7.842525482177734,-7.285836219787598,-11.255866050720215,-0.6289151310920715,-8.560202598571777,5.658872127532959,-11.433578491210938,0.04941430315375328,0.11134700880524862,1596.1130205025252,1569.3579005807535,3076.3984806629833,4.2,sys0001-utt0066
-241.90679931640625,17.441198348999023,-26.07540512084961,-8.73709774017334,-28.591567993164062,-12.148420333862305,-21.341209411621094,-8.15888786315918,-12.17935848236084,1.6139839887619019,-10.077384948730469,4.815011501312256,-8.790120124816895,0.09693892300128937,0.1452085433467742,2132.1873616029484,1768.2447059896956,4099.210349462365,4.2,sys0001-utt0067
-288.35382080078125,58.45040512084961,-14.822402000427246,11.50160026550293,-36.801841735839844,0.3920207619667053,-14.651141166687012,4.519961357116699,-18.68239974975586,-3.219862937927246,-7.277214527130127,5.6603617668151855,-12.903307914733887,0.060609593987464905,0.11439732142857142,1713.8545965333803,1623.8605445512374,3377.6917016806724,4.4,sys0001-utt0068
-263.2541809082031,13.24610424041748,-41.6980094909668,-9.662160873413086,-22.317182540893555,-24.379270553588867,-22.907272338867188,-13.390522956848145,-7.512767314910889,0.7991037368774414,-11.650863647460938,3.4850332736968994,-2.6023595333099365,0.08265172690153122,0.17156982421875,2153.658541619761,1719.5760075493235,3838.5416666666665,5.0,sys0001-utt0069
-359.05621337890625,30.87782096862793,-17.94305419921875,23.241065979003906,-31.330554962158203,-25.956283569335938,-5.804317951202393,-8.795052528381348,-12.55403995513916,1.8617607355117798,-10.635188102722168,18.38068199157715,19.293474197387695,0.07746558636426926,0.09940347326807229,1641.9200671670183,1510.35654882534,3128.3885542168673,3.0,sys0001-utt0070
-321.2330017089844,42.86740493774414,-13.471784591674805,-15.081226348876953,-23.576448440551758,-6.606786727905273,-18.21872329711914,-5.830175876617432,-8.046889305114746,-17.208587646484375,-5.126426696777344,-5.542013168334961,-20.046022415161133,0.04505636543035507,0.11390904017857142,1892.2149013088883,1764.7350862216729,3676.7113095238096,5.0,sys0001-utt0071
-253.88333129882812,47.5791130065918,-7.838435649871826,-2.8484582901000977,-28.001375198364258,7.9569807052612305,-31.6884765625,0.24783101677894592,-18.079195022583008,-5.015878200531006,-8.671891212463379,8.612213134765625,-23.40841293334961,0.09691654145717621,0.10394216954022989,1892.0308011659563,1731.7188364827975,3931.1242816091954,4.4,sys0001-utt0072
-399.4705505371094,37.67736053466797,8.513344764709473,1.6918442249298096,-2.9807701110839844,3.073796033859253,-29.686643600463867,-14.802996635437012,3.6912946701049805,-10.716822624206543,-9.866263389587402,-7.581801414489746,-10.53985595703125,0.020798740908503532,0.1422185724431818,2070.5076792019045,1897.4330172912191,4020.9517045454545,5.0,sys0001-utt0073
-325.1662902832031,51.120094299316406,-0.815014123916626,5.887818813323975,-34.242958068847656,2.9285480976104736,-16.092628479003906,-4.4012370109558105,-8.415294647216797,-8.521902084350586,-7.913208484649658,-11.06722640991211,-7.2152018547058105,0.040875233709812164,0.10960814329954954,1866.5311127420985,1658.1399520217526,3471.072635135135,4.2,sys0001-utt0074
-284.6979675292969,52.24560546875,-24.3297061920166,-3.4664955139160156,-24.004289627075195,15.802192687988281,-15.788424491882324,2.5506598949432373,-12.486923217773438,-5.129615783691406,-5.709967613220215,5.482866287231445,-6.007448196411133,0.06893079727888107,0.13773970170454544,1865.145262782609,1658.821295464196,3469.653925619835,4.4,sys0001-utt0075
-409.8901062011719,65.70930480957031,18.960050582885742,17.859432220458984,-16.916629791259766,19.035778045654297,-7.875078201293945,-3.1867594718933105,-0.6798260807991028,-7.80834436416626,-6.234046459197998,-1.7017899751663208,-7.502392768859863,0.02037709765136242,0.09787746029005524,1710.5429045152755,1719.2694514902178,3514.977555248619,5.0,sys0001-utt0076
-307.5959167480469,30.497203826904297,-12.390852928161621,18.28777313232422,-41.71782302856445,11.542266845703125,-12.356718063354492,3.846177816390991,-3.3524372577667236,-18.21390151977539,-15.331208229064941,-4.070761203765869,10.52474594116211,0.06846898049116135,0.13383427372685186,2050.009849978963,1611.4676641658818,3895.7368827160494,4.0,sys0001-utt0077
-301.4964599609375,28.959592819213867,4.584977626800537,23.887569427490234,-46.927913665771484,-0.5312381386756897,-22.753097534179688,4.875643253326416,-10.146366119384766,-17.72605323791504,-5.208870887756348,-7.003400802612305,-6.896546840667725,0.045541565865278244,0.14896523832070707,2341.429954619825,1786.048507244644,4420.296717171717,4.4,sys0001-utt0078
-370.2127685546875,16.268787384033203,-15.999947547912598,12.561433792114258,-20.335784912109375,-19.447650909423828,-27.242103576660156,-2.0186517238616943,-12.670254707336426,-31.601926803588867,-2.6888797283172607,-12.755563735961914,1.684367299079895,0.057000864297151566,0.09079797283496732,1733.4877307822546,1677.006113957847,3545.8026960784314,3.0,sys0001-utt0079
